358	negative
359	objective
360	negative
361	negative
362	negative
363	objective
364	negative
365	negative
366	negative
367	negative
368	negative
369	negative
370	objective
371	negative
372	negative
373	negative
374	negative
375	negative
376	negative
377	objective
378	negative
379	objective
380	negative
381	negative
382	mixed
383	negative
384	negative
385	negative
386	negative
387	negative
388	negative
389	negative
390	negative
391	objective
392	mixed
393	objective
394	negative
395	negative
396	positive
397	negative
398	negative
399	negative
400	negative
401	negative
402	objective
403	objective
404	positive
405	negative
406	negative
407	objective
408	objective
409	objective
410	negative
411	negative
412	objective
413	mixed
414	negative
415	negative
416	objective
417	negative
418	objective
419	objective
420	negative
421	objective
422	negative
423	objective
424	objective
425	objective
426	negative
427	negative
428	objective
429	objective
430	objective
431	negative
432	mixed
433	negative
434	objective
435	objective
436	negative
437	objective
438	objective
439	objective
440	objective
441	objective
442	objective
443	negative
444	negative
445	negative
446	negative
447	negative
448	negative
449	negative
450	objective
451	objective
452	negative
453	negative
454	objective
455	objective
456	positive
457	negative
458	negative
459	negative
460	objective
461	mixed
462	objective
463	mixed
464	negative
465	negative
466	negative
467	positive
468	objective
469	objective
470	mixed
471	mixed
472	objective
473	mixed
474	objective
475	negative
476	objective
477	negative
478	negative
479	negative
480	negative
481	objective
482	negative
483	objective
484	objective
485	negative
486	negative
487	objective
488	negative
489	negative
490	objective
491	objective
492	negative
493	negative
494	negative
495	positive
496	objective
497	negative
498	negative
499	objective
500	mixed
501	objective
502	objective
503	negative
504	negative
505	negative
506	negative
507	objective
508	negative
509	negative
510	objective
511	negative
512	negative
513	objective
514	objective
515	objective
516	negative
517	objective
518	objective
519	objective
520	negative
521	negative
522	negative
523	negative
524	negative
525	negative
526	negative
527	negative
528	objective
529	negative
530	objective
531	objective
532	negative
533	negative
534	objective
535	negative
536	objective
537	objective
538	negative
539	objective
540	positive
541	negative
542	objective
543	positive
544	negative
545	positive
546	negative
547	objective
548	objective
549	objective
550	negative
551	negative
552	negative
553	negative
554	negative
555	mixed
556	negative
557	objective
558	negative
559	negative
560	negative
561	negative
562	negative
563	negative
564	negative
565	negative
566	negative
567	negative
568	negative
569	objective
570	negative
571	negative
572	negative
573	negative
574	negative
575	negative
576	negative
577	negative
578	negative
579	objective
580	negative
581	negative
582	negative
583	objective
584	negative
585	negative
586	mixed
587	objective
588	negative
589	objective
590	mixed
591	objective
592	negative
593	positive
594	mixed
595	objective
596	mixed
597	mixed
598	objective
599	negative
600	negative
601	objective
602	positive
603	objective
604	negative
605	positive
606	positive
607	negative
608	positive
609	positive
610	positive
611	positive
612	objective
613	mixed
614	mixed
615	positive
616	objective
617	objective
618	positive
619	mixed
620	objective
621	objective
622	objective
623	objective
624	objective
625	positive
626	objective
627	objective
628	objective
629	positive
630	positive
631	negative
632	objective
633	positive
634	negative
635	negative
636	negative
637	negative
638	objective
639	negative
640	negative
641	objective
642	objective
643	positive
644	objective
645	mixed
646	negative
647	negative
648	negative
649	negative
650	positive
651	positive
652	positive
653	positive
654	negative
655	objective
656	mixed
657	negative
658	negative
659	negative
660	negative
661	objective
662	objective
663	negative
664	negative
665	negative
666	objective
667	objective
668	negative
669	negative
670	objective
671	negative
672	negative
673	negative
674	negative
675	negative
676	negative
677	negative
678	negative
679	negative
680	positive
681	objective
682	negative
683	negative
684	negative
685	negative
686	mixed
687	objective
688	negative
689	negative
690	negative
691	negative
692	negative
693	negative
694	positive
695	objective
696	negative
697	objective
698	negative
699	objective
700	objective
701	negative
702	negative
703	objective
704	negative
705	objective
706	negative
707	negative
708	objective
709	objective
710	negative
711	objective
712	negative
713	objective
714	negative
715	negative
716	objective
717	objective
718	objective
719	objective
720	negative
721	objective
722	negative
723	negative
724	negative
725	negative
726	objective
727	negative
728	negative
729	objective
730	negative
731	positive
732	objective
733	objective
734	objective
735	negative
736	objective
737	objective
738	negative
739	mixed
740	objective
741	objective
742	objective
743	objective
744	negative
745	negative
746	negative
747	objective
748	objective
749	negative
750	negative
751	objective
752	negative
753	negative
754	objective
755	objective
756	objective
757	objective
758	negative
759	negative
760	objective
761	objective
762	objective
763	objective
764	objective
765	objective
766	objective
767	negative
768	objective
769	negative
770	negative
771	negative
772	objective
773	negative
774	objective
775	negative
776	negative
777	negative
778	negative
779	objective
780	objective
781	objective
782	negative
783	negative
784	objective
785	negative
786	objective
787	objective
788	negative
789	objective
790	objective
791	negative
792	objective
793	objective
794	objective
795	objective
796	negative
797	objective
798	objective
799	negative
800	objective
801	objective
802	negative
803	negative
804	objective
805	objective
806	objective
807	objective
808	objective
809	objective
810	objective
811	negative
812	negative
813	objective
814	objective
815	negative
816	objective
817	objective
818	objective
819	objective
820	objective
821	objective
822	objective
823	objective
824	negative
825	objective
826	objective
827	negative
828	objective
829	negative
830	negative
831	objective
832	negative
833	objective
834	negative
835	positive
836	objective
837	objective
838	objective
839	objective
840	objective
841	negative
842	objective
843	negative
844	objective
845	negative
846	negative
847	objective
848	objective
849	negative
850	objective
851	mixed
852	objective
853	objective
854	objective
855	objective
856	objective
857	objective
858	objective
859	negative
860	objective
861	objective
862	objective
863	negative
864	objective
865	negative
866	negative
867	negative
868	objective
869	mixed
870	objective
871	negative
872	objective
873	negative
874	objective
875	negative
876	negative
877	objective
878	objective
879	mixed
880	objective
881	negative
882	objective
883	negative
884	negative
885	objective
886	objective
887	positive
888	objective
889	objective
890	negative
891	objective
892	negative
893	objective
894	negative
895	objective
896	objective
897	negative
898	objective
899	negative
900	negative
901	objective
902	objective
903	negative
904	objective
905	negative
906	objective
907	negative
908	negative
909	objective
910	objective
911	objective
912	mixed
913	objective
914	objective
915	objective
916	negative
917	negative
918	mixed
919	negative
920	objective
921	objective
922	negative
923	negative
924	objective
925	mixed
926	positive
927	positive
928	positive
929	negative
930	negative
931	mixed
932	negative
933	objective
934	objective
935	objective
936	objective
937	negative
938	objective
939	negative
940	negative
941	negative
942	negative
943	negative
944	objective
945	objective
946	negative
947	negative
948	negative
949	objective
950	negative
951	objective
952	objective
953	negative
954	negative
955	objective
956	objective
957	objective
958	objective
959	negative
960	objective
961	objective
962	negative
963	objective
964	objective
965	negative
966	negative
967	negative
968	objective
969	negative
970	objective
971	negative
972	negative
973	negative
974	negative
975	negative
976	objective
977	negative
978	objective
979	objective
980	objective
981	negative
982	objective
983	negative
984	negative
985	objective
986	negative
987	negative
988	objective
989	objective
990	objective
991	objective
992	negative
993	negative
994	negative
995	negative
996	objective
997	objective
998	objective
999	negative
1000	objective
1001	negative
1002	negative
1003	objective
1004	negative
1005	objective
1006	negative
1007	objective
1008	negative
1009	negative
1010	negative
1011	objective
1012	objective
1013	negative
1014	negative
1015	negative
1016	objective
1017	negative
1018	negative
1019	negative
1020	positive
1021	objective
1022	mixed
1023	objective
1024	negative
1025	negative
1026	objective
1027	objective
1028	mixed
1029	negative
1030	negative
1031	negative
1032	negative
1033	mixed
1034	negative
1035	negative
1036	negative
1037	objective
1038	objective
1039	mixed
1040	negative
1041	objective
1042	objective
1043	negative
1044	negative
1045	objective
1046	objective
1047	objective
1048	objective
1049	negative
1050	negative
1051	negative
1052	negative
1053	objective
1054	negative
1055	objective
1056	objective
1057	objective
1058	objective
1059	negative
1060	mixed
1061	positive
1062	objective
1063	objective
1064	objective
1065	positive
1066	negative
1067	negative
1068	objective
1069	negative
1070	negative
1071	negative
1072	objective
1073	negative
1074	objective
1075	objective
1076	positive
1077	objective
1078	objective
1079	positive
1080	objective
1081	objective
1082	negative
1083	mixed
1084	negative
1085	objective
1086	objective
1087	negative
1088	objective
1089	negative
1090	objective
1091	negative
1092	objective
1093	negative
1094	negative
1095	positive
1096	mixed
1097	negative
1098	objective
1099	negative
1100	objective
1101	negative
1102	positive
1103	negative
1104	mixed
1105	mixed
1106	objective
1107	objective
1108	mixed
1109	positive
1110	positive
1111	mixed
1112	objective
1113	negative
1114	negative
1115	positive
1116	positive
1117	positive
1118	objective
1119	positive
1120	negative
1121	positive
1122	negative
1123	positive
1124	positive
1125	negative
1126	mixed
1127	objective
1128	positive
1129	negative
1130	positive
1131	objective
1132	negative
1133	negative
1134	negative
1135	positive
1136	negative
1137	positive
1138	negative
1139	positive
1140	mixed
1141	objective
1142	positive
1143	negative
1144	mixed
1145	objective
1146	negative
1147	negative
1148	positive
1149	mixed
1150	negative
1151	mixed
1152	negative
1153	objective
1154	positive
1155	objective
1156	positive
1157	objective
1158	objective
1159	negative
1160	negative
1161	negative
1162	negative
1163	negative
1164	positive
1165	positive
1166	mixed
1167	objective
1168	objective
1169	positive
1170	objective
1171	positive
1172	negative
1173	positive
1174	negative
1175	positive
1176	mixed
1177	positive
1178	positive
1179	positive
1180	negative
1181	negative
1182	mixed
1183	negative
1184	mixed
1185	positive
1186	positive
1187	positive
1188	negative
1189	negative
1190	objective
1191	positive
1192	objective
1193	positive
1194	negative
1195	negative
1196	negative
1197	negative
1198	mixed
1199	mixed
1200	negative
1201	negative
1202	positive
1203	objective
1204	negative
1205	negative
1206	negative
1207	objective
1208	negative
1209	mixed
1210	objective
1211	positive
1212	positive
1213	positive
1214	mixed
1215	negative
1216	objective
1217	negative
1218	negative
1219	positive
1220	positive
1221	positive
1222	negative
1223	negative
1224	negative
1225	positive
1226	negative
1227	positive
1228	negative
1229	negative
1230	negative
1231	objective
1232	positive
1233	mixed
1234	negative
1235	negative
1236	negative
1237	positive
1238	positive
1239	mixed
1240	negative
1241	negative
1242	positive
1243	positive
1244	positive
1245	positive
1246	negative
1247	negative
1248	negative
1249	mixed
1250	negative
1251	positive
1252	positive
1253	mixed
1254	mixed
1255	negative
1256	negative
1257	negative
1258	negative
1259	positive
1260	negative
1261	positive
1262	negative
1263	positive
1264	mixed
1265	negative
1266	mixed
1267	positive
1268	negative
1269	negative
1270	positive
1271	negative
1272	positive
1273	positive
1274	positive
1275	positive
1276	positive
1277	negative
1278	positive
1279	negative
1280	negative
1281	negative
