16	Qu'est ce que je suis contente que Ségolène Royal ait dit "Au nom de la dignité des femmes, je ne veux pas le rencontrer" #DSK #Bercy	objective
17	François et Valérie dans un bureau du conseil général de Corrèze. Image très sage. Pas sûr qu'avec #DSK on aurait eu la même chose....	negative
18	Benoît #Hamon : "Hollande ne changera pas de positon". Voilà une vraie différence avec #DSK...	negative
19	Ils n'assument pas mais il n'y a pas que Naffissatou qui léchait DSK, beaucoup de journalistes le voyaient comme 1 sauveur, n'oubliez jamais	negative
20	Je ne sais pas ce qui est le plus drôle avec cet habillage... Le titre ou bien le sujet ? #DSK #Quebec	negative
21	Quand DSK reproche aux grecs de ne pas payer l’impôt, ça passe, mais qd c'est Lagarde, ça passe pas .... http://lelab.europe1.fr/t/avant-christine-lagarde-dominique-strauss-kahn-reprochait-deja-aux-grecs-de-ne-pas-payer-leurs-impots-2894/8752	negative
22	Réponse à Sud-Ouest: Affaire #DSK-Diallo : John Solomon ne donne pas le nom du client de la 2820. http://www.sudouest.fr/2012/06/02/affaire-dsk-diallo-les-nouvelles-revelations-sur-une-enquete-baclee-732331-5045.php via @journalsudouest	objective
23	Vidéo: Tristane Banon: «Je ne peux pas forcer DSK à comprendre son acte» http://bit.ly/K0OZsw	objective
24	Affaire DSK : pourquoi il ne faut pas croire à une théorie du complot – Critiques littéraires Actualité livres | MyBOOX http://www.myboox.fr/actualite/affaire-dsk-pourquoi-il-ne-faut-pas-croire-une-theorie-du-complot-ac-15943.html	objective
25	Selon Closer, Sinclair aurait quitté DSK http://bit.ly/KPtUS5 Selon moi, ce n'est pas en lisant Closer qu'on fait son métier de journaliste. http://bit.ly/KPtUS5	objective
26	PSA:"Malheureusement, Montebourg n'a pas de baguette magique" une phrase que l'on n'aurait pas entendue avec DSK président #jdcjdr	negative
27	Hollande Président. L'affaire DSK. Anggun dernière de l'Eurovision. Vous trouvez pas que ça suffit ? #PasDeReyelAuxJO	negative
28	"@___DSK___: #MesPlusGrosMensonges Mais non t'inquiète pas je jouirai pas dans ta bouche." jai penser a toi @Gissait ahahah	negative
29	rep a gala paris match ! NON Mr DSK n'est pas seul nous som très nbrx à le soutenir ! @ParisMatch http://www.comite-de-soutien-dsk.com/	objective
30	Je ne veux pas d'un plouc comme Président : http://tinyurl.com/8ntwrag La doublure de DSK fait de la peine à voir ! Pôv France ! #fh2012	objective
31	Je pense pas que DSK a violé Nafissatou, parce que quand tu viole une fille tu fais en sorte qu'elle soit belle.	mixed
32	La France n'avait pas vibré comme ça autour d'une perche depuis l'affaire DSK. Bravo Renaud Lavillenie. #JO2012	mixed
33	Si les rumeurs sont vraies, Anne Sinclair n'a pas été séparé de DSK et même de penser à acheter une maison à Cadaques ... Pourtant.	negative
34	C'est un vieux schouk gynophobe? MT @monachollet Luc Le Vaillant ne lâche pas l'affaire: #DSK... http://www.liberation.fr/politiques/2012/08/16/dsk-ou-l-exception-sexuelle-francaise_840133 via @LiseBouvet	objective
35	La justice américaine pas pressée de fixer une date pour le procès civil #DSK repoussé sine die : http://angrywomenymous.blogspot.fr/2012/08/depuis-un-site-allemand.html	objective
36	y'a un gars par DM il me dit "C'est quoi ton fantasme ?" .. hum.. c'st surement pas toi, azy dégage dsk.	negative
37	En vacances en Corse,#DSK se fait "chasser" d'une propriété - RTL.frQu'il ne touche surtout pas à nos femmes une balle est vite partie	positive
38	À la « une » de Corse-Matin, un même pas fait divers, mais avec DSK - Acrimed | Action Critique Médias http://www.acrimed.org/article3881.html	objective
39	“La nouvelle conquête de DSK, Myriam L’Aouffir, manager à France Télévisions, ne serait pas célibataire ! http://bit.ly/NYJ5W4	objective
40	"Je n'étais pas DSK mais je n'en étais pas loin" (Michel Sardou dans Paris Match, repris par Direct Matin).	objective
41	"Les compétences de DSK ne doivent pas nous faire oublier notre morale" http://bit.ly/Vw6Fid par @HouthDid77 sur #ExpressYourself	objective
42	DSK est peut être un queutard.. Cela ne remet pas en cause ses compétences en tant qu'économiste..	negative
43	#Sarkozy: laissons la justice faire son travail. La présomption d'innocence, ce n'est pas uniquement pour #DSK.	negative
44	#Sarkozy ne reviendra pas. Il a créé le syndrome #DSK : perdre contre soi-même, à cause de ses faiblesses et trop d'affaires vt le submerger	negative
45	François Pupponi (PS) dément un retour de #DSK à Sarcelles. LE PAUVRE IL N'EST PAS AU COURANT http://www.parisdepeches.fr/16-Politique/8192-95_Val_Oise/7831-Fran%C3%A7ois_Pupponi_%28PS%29_d%C3%A9ment_retour_Sarcelles_.html via @ParisDPS	objective
46	Affaire DSK : l'accord pas encore négocié http://bit.ly/SklFi7	objective
47	Ce que vous ne savez pas sur Jérôme Cahuzac : l’avocate de sa femme est la soeur de… Jean-François Copé > http://lelab.europe1.fr/t/dsk-cope-bettencourt-ce-que-vous-ne-savez-pas-sur-jerome-cahuzac-6357	objective
48	Si vous voulez connaitre les médias de demain, cherchez les journalistes qui ne sont pas sur la photo http://www.arretsurimages.net/vite-dit.php#14853 #dsk #feuillleton	objective
49	Si toutes les filles qui ont couché avec DSK écrivent un bouquin, on n'a pas fini #SalonduLivre	negative
50	DSK est à terre et j'ai pas bcp d'estime pour lui. Mais s'attaquer à un homme à terre pour vendre un énième torchon ? Faut arrêter non ?	negative
51	Le livre de Marcela Iacub sur DSK pas interdit mais un encart devra être inséré http://bit.ly/YyhO0P	objective
52	Isabelle Adjani se retire du projet de film d'Abel Ferrara pour ne pas participer a l'entreprise de "destruction d'un homme" #Iacub #DSK	negative
53	Hollande ne savait pas pour DSK le violeur, il ne savait pas pour Cahuzac, il ne savait pas pour Augier… il ne serait pas un peu con ce mec?	negative
54	Finalement, c’était pas si grave que ça l’affaire DSK. …Allez, atchao bonsoir ! http://www.canalplus.fr/pid3580-c-live-tv-clair.html	objective
55	Film sur l'affaire DSK : Malgré les déclarations d'Isabelle Adjani, Nafissatou Diallo ne jouera pas son rôle http://bit.ly/13mxqtH	objective
56	Cambadélis : «Il a fallu passer la serpillière après Sarkozy». Venant du meilleur ami de DSK et Cahusac c'est pas brillant ! #GaucheIndigne	negative
57	La menace n’est pas du tout #Hollande, la menace s’appelle DSK, elle tient en trois lettres #LesAmbitieux	negative
58	L'avocat de DSK au #LGJ : "Je ne doute pas que les juges, in fine, fassent du droit et non de la morale" #Carlton	negative
59	Carlton : «Cela ne fait pas de DSK un proxénète» http://bit.ly/154JLBd	objective
60	Quand #DSK explique la vie aux sénateurs : "Nous sommes dans un monde de méchants, pas dans un monde de gentils"	negative
61	Cécile Duflot: "je ne crois pas que DSK soit en mesure de donner des leçons" http://bit.ly/17EctzZ	objective
62	VIDEO. DSK mercredi sur CNN : il n'a toujours pas digéré le «perp walk» http://dlvr.it/3dV69Y	objective
63	.@pierremoscovici Vas y Pierrot, avoue que tu as couvert Jéjé, plus personne ne te croit, même pas DSK.	negative
64	"#Valls a eu les larmes aux yeux devant DSK menotté mais n'a pas la même émotion pour la jeunesse quotidiennement humiliée des cités" Plenel	negative
65	"Hitler était gentil avec les femmes, Picasso pas du tout", commentaire du vice premier serbe sur le nouveau job de DSK à Belgrade	negative
66	Cocasse d'entendre "Sarkozy n'est pas innocent" de ceux-là même qui clament "DSK est blanchi"!!!	negative
67	Jérôme Cahuzac ne ferme pas la porte aux municipales et rencontre DSK > http://lelab.europe1.fr/t/jerome-cahuzac-ne-ferme-pas-la-porte-aux-municipales-et-rencontre-dsk-11341	objective
68	"Si DSK n'avait pas jouer les boulets, on n'en serait pas là.... Pfffff les mecs, sont lourds parfois " analyse politique de #SoiréeFilles	negative
69	"quelles erreurs, quelles fautes vous vous reconnaissez ? Non, aucun !" #berlusconi on repassera pour l'humilité ^^ http://www.dailymotion.com/video/x18b710_silvio-berlusconi-invite-exceptionnel-d-europe-matin_news	negative
70	GDF Suez ne veut faire aucun commentaire sur ses éventuelles collaborations de conseil/lobbying avec Rachida Dati	negative
71	[REPLAY] "Aucune amitié, aucune compassion, aucun acharnement" Elkabbach cadre son interview avec Berlusconi #LGJ http://www.canalplus.fr/c-divertissement/c-le-grand-journal/pid6298-les-extraits.html?vid=987256	objective
72	Prof a lezione: "j'ai l'impression que #Berlusconi n'a aucun programme politique. Il essaye seulement d'échapper à la justice".	negative
73	Ségolène #Royal préfère le retour de l'emploi à celui de #Sarkozy Aucun lien ???	objective
74	Viol DSK Nafissatou Diallo : #JackLang "Y'a pas mort d'homme !": http://youtu.be/EJ5pmTD2BoM Indignez-vous !...devant une telle complaisance!..	objective
75	Si DSK n'avait pas eu ses scandales sexuels ce serait lui le président...perso j'aurais préféré le voir a la place de Flamby	negative
76	@franceinter #jeanmarcayrault et aucun au gouvernement n'a de pognon cache comme votre ancien collègue cahuzac??	negative
77	Régis Jauffret : "je ne suis pas arrivé à nommer #DSK dans le livre, ce nom avait été trop prononcé" #RikersIsland	negative
78	Ce n'est pas la première fois que les "féministes professionnelles" (donc rétribuées) la mettent en sourdine, souvenez-vous l'affaire #DSK !	objective
79	"@dsk_anne: J'arrive pas a ranger mes affaires :/  tout ca pour montrer tes sacs, mais on s'en bat les couilles :(	negative
80	.@AdrienDLPBR 1/ elle n'a viré personne 2/ Dati, elle, foutait au placard de façon expéditive #ShutUpUMP @Xenophovia	negative
81	Les archives de #guéant introuvables ? Ces sales types ne doivent jamais revenir au pouvoir ! Partager l'info http://www.lemonde.fr/societe/article/2014/02/15/les-archives-papier-de-l-ancien-secretaire-general-de-l-elysee-claude-gueant-ont-disparu_4367231_3224.html #UMP	objective
82	"Une personne qui n’a pas fait preuve de "gravité" quand elle était aux affaires" à propos de #Dati http://bit.ly/1fPEjaJ via @tcabarrus	objective
83	un couple Californien trouve un trésor estimé à plusieurs millions $ Cc @Leila_Ben_Ali @_Leila_Ben_Ali http://eur1.fr/eABupUw via @europe1	objective
84	S'ils avaient placé Cahuzac, Guérini, DSK... sur écoute, ils se seraient... Ah oui pardon... on ne met pas des socialos sur écoute.	negative
85	Un candidat allemand Schulz contre un candidat soutenu par Merkel Juncker... L'UE s'annonce plus allemande que jamais.	negative
86	@Lesportif2 la proximité media/pouvoir. jamais eu de bon résultats dans le monde. Soit le media contrôle pouvoir ou vice versa #Berlusconi	negative
87	Rachida Dati, plaie de l'humanité entière : http://cheekmagazine.fr/societe/10-choses-que-vous-auriez-prefere-ne-jamais-savoir-sur-rachida-dati/	objective
88	"Les yeux dans les yeux,je n'ai jamais commis cette faute" RT@francebleuazur: Carton rouge pour Y. Cahuzac après une nouvelle faute #OGCNSCB	negative
89	La @CGTsiteinternet et l écologie c est pas ça aucun respect ! #honte #douai @Europeécologie #rt	negative
90	Ne m'appelez plus jamais Cavaliere. #Berlusconi s'auto-dépouille de son titre honorifique (avant d'en être dépouillé).	negative
91	Guéant n'avait plus d'archives, mais Buisson avait tout conservé au cas où..Moralité : on est jamais mieux trahi que par les (Maurras) siens	negative
92	Sarkozy ne dit pas que Hollande est un Pingouin. Il dit qu'il est Mickey ! (Avec de grandes oreilles) #stasi #HollandeDemission	negative
93	"Mélenchon a ce que Hollande et Sarkozy n'ont pas", à savoir une vision progressiste, d'après theguardian http://bit.ly/1jASo0a	objective
94	La stasi pour #Sarkozy ? dans ce cas n'oublions pas de rappeler la Gestapo embarquant les étrangers avec Hortefeux air line et loi Guéant.	negative
95	Fillon publie sa "lettre aux Fr. en colère" au lendemain de la tribune de Sarkozy. L'ancien PR n'est jamais cité. http://www.blog-fillon.com/article-lettre-aux-fran-ais-en-colere-123044778.html#fromTwitter	objective
96	Réplique vive de Hollande, comparaison à Berlusconi... La fracassante tribune de Sarkozy - Politique - MYTF1News http://goo.gl/ZRELP0	objective
97	« Aucun chef d'Etat ne se bat vraiment pour le climat en Europe » | http://sco.lt/8P1m5Z #Climat #Environnement #écologie #Politique	objective
98	Réplique vive de Hollande, comparaison à Berlusconi... La ... - TF1: BFMTV.COMRéplique vive de Hollande, compa... http://bit.ly/OJ8hHs	objective
99	Réplique vive de Hollande, comparaison à Berlusconi... La fracassante tribune de Sarkozy -... http://fb.me/3K4IFcI6m	objective
100	.@emmarguerite Les masques tombent, et qu'on ne vienne pas me dire que #Copé ne savait pas. #Berlusconi #ForzaItalia	negative
101	@OlivierLegall17 Berlusconi,sans le soutenir,était + intelligent ,malin qu'Hollande et avait plus de charme. @FLEMATRE @legossip	negative
102	@JJBourdin_RMC je suis Italien. Hier j'ai entendu la problematique avec les sondages.On a le même avec Berlusconi. Qui le vote ne le dit pas	negative
103	Henri Guaino dément avoir prononcé la phrase suivante: "Moi vivant, Juppé ne sera jamais candidat!" http://bit.ly/QcNbC8	objective
104	Quatre Russes sur cinq soutiennent Vladimir #Poutine http://fb.me/3aur3KlJe	objective
105	#RTL: JO de Sotchi, rattachement de la Crimée: les Russes vénèrent Poutine comme jamais!: Quatre-vingt pour ce... http://bit.ly/OUKAvP	objective
106	Stratégie basée sur celle de Berlusconi cst pas bête	negative
107	Henri #Guaino sur @sudradio " Le Front Républicain n a aucun sens et attise la colère de ceux qui ont voulu dire qqchose " @Bordetsudradio	objective
108	La droite a-t-elle gagné le 1er tour des #Municipales? Pour Copé sans aucun doute. Pour #Fillon dans Le Fig:"il n'y a nivainqueur ni vaincu"	objective
109	@loisgerin Et je ne savais pas que Berlusconi avait dit ca. Perso c'est mon ressenti. Le mur des cons a fait du mal a l'image de la justice!	negative
110	On peut rajouter a la liste de Cahuzac valls Taubira .... #Sapin qui vient de dire qu'ils n'ont jamais parlé de pause fiscale en2014 #DPDA	negative
111	Les bodyguards d'Obama, ils n'ont aucun respect. C'est comme une nounou ou un chauffeur ivre.	negative
112	#Ukraine/#Europe Barack Obama invite #LesEuropéens a ne "jamais tenir pour acquis les progrès accomplis" http://www.lemonde.fr/europe/article/2014/03/26/ukraine-obama-enjoint-aux-europeens-de-se-mobiliser_4390281_3214.html	objective
113	Pour le progrès, pour la solidarité, pour l'écologie, pour la sécurité, pour les transports, pour #Paris + que jamais je vote @Anne_Hidalgo	mixed
114	Pour Fillon, le front républicain s'arrête aux municipales - leJDD.NON pas de front républicain avec des gens qui nous insultent sans arrêt	negative
115	Je ne veux pas faire peur car je n'ai aucun chiffre mais il semblerait que le match à #Paris soit bcp + serré que prevu... #NKM #Hidalgo	negative
116	Hidalgo - NKM y'avait aucun suspens, c'était sur qu'Hidalgo allait passer.	negative
117	Hollande annoncé au 20h de TF1 demain soir pour annoncer le nom de son PM. Nouveau gouvernement attendu mercredi (pas mardi, car 1er avril)	objective
118	RT @grandludo Tournée d'#UMPopcorn! #Guaino qui régale en s'en prenant à #Juppé Moi vivant il ne sera jamais candidat	negative
119	Plus démago que jamais, Guaino s'insurge contre "l'ultra-libéralisme de gauche" #Fumette #ZENPP #Municipales2014	negative
120	Saurel, exclu du PS, prend la mairie de Montpellier #selfisoloir #selfieisoloir http://ift.tt/1iOrHoE	objective
121	Discours d'@Anne_Hidalgo ..Un drapeau européen, Un drapeau de lobby gay, un drapeau PS...aucun drapeau Français...Révélateur d'une fracture	negative
122	"Aucun d'entre nous n'avons fait œuvre de..." @jf_cope sur @itele #OreillesQuiSaignent poke @Bescherelle	negative
123	La reconquête n'a jamais porté aussi bien son nom ! C'est aussi une victoire personnelle pour @jf_cope !	positive
124	J'ai un fou rire...  Ouais bravo Hidalgo mais sache que la blessure de Séville de 82 est ouverte à jamais	mixed
125	Félicitations appuyées à Mme Rachida Dati, gagnante dans le VIIe. Paris n'est pas tout rose (bonbon), fort heureusement et Dieu merci.	positive
126	“@Europe1: EXCLU - Jean-Marc Ayrault voulait annoncer sa démission, mais... http://eur1.fr/eAB1xsw #E1Matin" Aucun courage…	objective
127	Quand on voit le score de Rachida Dati dans le 7e, on se félicite qu'elle n'ait pas eu l'investiture à Paris...	negative
128	Ce que certains ministres et autres se permettent avec Hollande, aucun UMP ne se l'aurait permis avec Sarkozy.	negative
129	Municipales à Paris: Anne Hidalgo a gagné, mais à quel prix? http://www.lexpress.fr/tiny/1504728	objective
130	"Sanctions américaines contre la Russie: Une jeune Russe jure de ne jamais coucher avec Obama http://bit.ly/1pxXxbK" Que les gens sont cons	objective
131	Cécile Duflot ne quittera pas le gouvernement, elle passera jamais la porte avec son gros cul !	negative
132	EN DIRECT. Remaniement : Hollande parlera à 20h pour annoncer Valls à Matignon http://ift.tt/1mq9NJv	objective
133	"@mamsherrera: Ayrault t'es fragile un peu aussi"aucun caractère	negative
134	Selon des #journalistes bien informés #Benguigui ne serait pas 1 ministre! Au budget comme #Cahuzac?	negative
135	Bye bye taubira, ta loi on l'abrogera ! #ONLR JAMAIS @LaManifPourTous @ForceVie2014	negative
136	"Jean-Marc Ayrault, n'avait aucun charisme. Valls va faire le programme de Sarkozy" Natacha Polony	negative
137	Face à un désaveu sans précédent le Président de la République a choisi de ne rien change... http://bit.ly/PaUPfq #sarko #sarkozy #ump	objective
138	Vous savez bien que Hollande ne peut pas s'exprimer sans cracher sur Sarkozy. C'est sa carie dentaire, son abcès, son cauchemar.	negative
139	#Remaniement #Sarkozy veut un «homme d'expérience» à #Matignon http://bit.ly/1pAgxGE	objective
140	Si seulement Cécile #Duflot n'avait jamais été au gouvernement pour faire voter ces lois stupides... Elle m'aura coûté cher celle là !	negative
141	Si les écolos ne font pas de politique, jamais les politiques ne feront d'#écologie. #remaniement #EELV	negative
142	.@KarimZeribi "80% de l’électorat ds quartiers populaires a voté F. Hollande, quel signe a été envoyé à ces quartiers ? aucun!" #ONVPSM	negative
143	Jamais élue #Hidalgo ridiculisée (36.62%) face à l'@ump #Goujon (63.37%) est maire de #Paris.. http://www.lexpress.fr/actualite/politique/elections/municipales-a-paris-anne-hidalgo-a-gagne-mais-a-quel-prix_1504728.htmletgt;	objective
144	Jamais élue #Hidalgo (36.62%) face à l'@ump #Goujon (63.37%) est maire de #Paris.. C'est si l'on peut dire, une "création in vitro"  &#x1f602;&#x1f602; ,	negative
145	Fatima Mhindi a partagé sa photo. Rachida Dati remporte une nouvelle fois le 7ème arrondissement de Paris. Toute... http://fb.me/1lX04A6oR	objective
146	Ils n'auraient sans doute pas été nommés ministres, mais quand même, bravo! http://www.pascalcanfin.fr/31/03/2014/pourquoi-nous-ne-participerons-pas-a-ce-nouveau-gouvernement/ #Canfin #Duflot #remaniement	mixed
147	Si vous voulez voir Dieudonné sur scène, c'est maintenant ou jamais...	negative
148	Si Valls est nommé pour faire une politique sans écologie, vous comprendrez bien que les écologistes n'en seront pas http://mobile.lepoint.fr/politique/remaniement-duflot-quitte-le-navire-31-03-2014-1807728_20.php	mixed
149	"@lequipe: JO de Sotchi, vai ou faux record ? http://lequi.pe/1dLaJs1" avec 12.6 de moyenne j'aurais mis un r c'est pas donné a tous le monde	negative
150	La descente sur MetaTV du nazi Valls : même le FN ne se serait jamais permis un tel déni de liberté ! PS = démocratie par le fusil !	negative
151	Jacob n'a pas tort: la hausse d'impôts n'a servi a rien. Mais Fillon a bel et bien amorce le mouvement #MotsCroises	negative
152	Poutine informe Angela #Merkel mais pas #Hollande toujours transparent du retrait partiel de ses troupes à la frontière orientale.	negative
153	Je pense que #MarineLePEn s'y connais autans que moi en politique ! #FN bande guignol , sans differance yaurai pas de monde !	negative
154	Poutine menace de lancer un missile nucléaire sur la Lune si l'occident ne reconnait pas l'adhésion de la Crimée. #Russie #MoonExplosion	negative
155	Fillon -qui s'adresse à Hollande- lui demande de faire la politique de la France, pas celle de la gauche ou du PS.	negative
156	Je pense qu'on laissera travailler Manuel Walls au lieu de debiter des inepties comme Copé, qui ne sera jamais. Bonne chance et bon courage	mixed
157	Ségolène Royal à la tête du ministère de l'Intelligence... Euh, il n'y a pas une antinomie?	objective
158	Y a pas à dire, Obama a quand même la putain de classe.	negative
159	Henri #Guaino sur @franceinfo à propos de Manuel #Valls #PremierMinistre : "j'ai du mal à ne pas le comparer avec #Sarkozy " #remaniement	objective
160	.@bernardsala ne cherche oas a m'amadouer de bon matin. Gueant etait anti muz mais que dire de Valls. Il est pire que ses predecesseurs.	negative
161	Vous avez aimez Claude Gueant?Vous allez adorer Manuel Valls ( monde diplo du 16/05/12) http://blog.mondediplo.net/2012-05-16-Vous-avez-aime-Claude-Gueant-Vous-adorerez-Manuel	objective
162	#RTL Les élus FN ne feront surement pas moins bien que les autres , même sans doute mieux !!!	negative
163	Un mot de vérité de Fillon dans ce beau monde : "le choix du premier ministre n'est pas important." Le pôvre, il sait de quoi il cause.	mixed
164	Si François Hollande était garagiste : "Votre portière grince ? Aucun problème, je vais vous changer les roues...... http://fb.me/2MPro5OFu	objective
165	Cahuzac n'est même pas au courant de l'annonce de la taxe à 75%. Il quitte le plateau après que Calvi lui ait annonce en début d'emission	negative
166	Pour Hollande, c'est le moment où jamais de nous avouer que tout ce qu'il a réalisé durant son mandat n'est qu'un super poisson d'avril.	negative
167	François Hollande ne peut pas se contenter d'un simple remaniement. via @ump http://www.u-m-p.org/actualites/espace-presse/francois-hollande-ne-peut-pas-se-contenter-dun-simple-remaniement-106063103	objective
168	Des fois Obama n'est pas cool du tout http://fb.me/2zgbab2ML	objective
169	Ségolène royal au gouvernement c'est vieille donne. (pas de jeu de mot italien bien sur)	negative
170	Poutine il rigole pas il baissera pas son froc face au sioniste !	negative
171	L'analogie avec Mitterrand Rocard, aucun sens: en 88 Mitterrand venait d'être réelu à 54%! Aujourd'hui valls 2x+populaire qu'Hollande	negative
172	Un fanatique condamné pour avoir voulu tuer Obama http://bit.ly/1muc0nw	objective
173	Pourquoi #NKM devait échouer ? via @mediapart http://www.mediapart.fr/journal/france/310314/pourquoi-nkm-devait-echouer?page_article=1	objective
174	La #NSA de Merkel à Timochenko, et une question allemande - http://www.dedefensa.org/article-la_nsa_de_merkel_timochenko_et_une_question_allemande__01_04_2014.html #Snowden	objective
175	Sarkozy supervisait directement l'espionnage des journalistes. La #DCRI avait cambriolé, à l'époque, 3 médias. http://rue89.nouvelobs.com/2010/10/27/bettencourt-a-nouveau-des-journalistes-cambrioles-173459	objective
176	Sarkozy supervise la surveillance de journalistes (2). http://rue89.nouvelobs.com/2010/10/27/bettencourt-a-nouveau-des-journalistes-cambrioles-173459	objective
177	Poutine a dit à Merkel qu'il retirait ses troupes de la frontière Ukrainienne. Il a présenté ça comme une concession. http://www.monfinancier.com/finances/journal-de-monfinancier-c1/morning-de-marc-fiorentino-r1/je-vous-ai-compris-17121.html#.Uzp6_kSEebw.twitter	mixed
178	Henri Emmanuelli a annoncé qu'il s'abstiendra et ne votera pas la confiance à #Valls. Idem pour les Verts, les Radicaux et la gauche du PS.	negative
179	Que devient la vipère NKM après sa raclée à Paris ??	negative
180	Les artisans du bâtiment parlent transition énergétique - Ouest-France | @scoopit http://sco.lt/7e30XR	objective
181	Si on pouvait avoir des gens compétents pour le prochain gvt : Zimmeray au Quai d'Orsay, Lallonde à l'écologie, Fabius à Bercy #remaniement	negative
182	Le boom de l'énergie solaire à New York : - Sud Ouest | @scoopit http://sco.lt/5c16mn	objective
183	Bien vu ! Et si l’UMP... et si le FN... » Boulevard Voltaire http://www.bvoltaire.fr/manuelgomez/si-lump-si-le-fn,55043 via @bvoltaire	objective
184	#VallsPremierMinistre divise la gauche au lieu de la rassembler !	objective
185	Quand que l'#UMP et le #PS feront la même politique à quelques broutilles prêt, le vote du #FN ne va qu'augmenter.#JDCJDR	negative
186	Marine Le Pen (FN): Manuel Valls, "c'est l'UMPS personnifié" http://u.afp.com/YKc #AFP [viua @GuillaumeDaudin]	objective
187	Réforme pénale : le projet Taubira menacé http://www.lefigaro.fr/actualite-france/2014/03/31/01016-20140331ARTFIG00352-reforme-penale-le-projet-taubira-menace.php via @Le_Figaro	objective
188	Résultats du FN aux municipales : comment Marine Le Pen a gagné la bataille des idées http://leplus.nouvelobs.com/contribution/1167193-resultats-du-fn-aux-municipales-comment-marine-le-pen-a-gagne-la-bataille-des-idees.html via @leplus_obs	objective
189	RT @leclown Ne votez pas la confiance ! Déchirez vos cartes d'adhérent du #PS ! Faites vous entendre bordel ! Haussez le ton ils sont sourd!	negative
190	#Valls à Matignon. Hollande essaye ce que Chirac n'a pas tenté avec Sarkozy. #VallsPremierMinistre	negative
191	Quand François Hollande parlait de démissionner de la présidence http://www.lepoint.fr/politique/quand-francois-hollande-parlait-de-demissionner-de-la-presidence-01-04-2014-1807768_20.php #Politique via @LePoint	objective
192	Remaniement : l'Arrageois Pascal Canfin (Europe écologie Les Verts) ne participera pas au nouveau gouvernement Valls http://nord-pas-de-calais.france3.fr/2014/04/01/remaniement-l-arrageois-pascal-canfin-europe-ecologie-les-verts-ne-participera-pas-au-nouveau-gouvernement-valls-450657.html	objective
193	Le fn comme n'importe parti laic devrait renvoyer ces arriérés faire leurs cochonneries en iran (cont) http://tl.gd/na18qj	negative
194	Jointe par téléphone, Anne Hidalgo se dit surprise et ne souhaite pas faire de plus amples commentaires." #PS #Hollande	negative
195	#Valls : "Le Ramadan fait partie de notre calendrier commun" [...] "c'est un moment profondément républicain" http://www.lexpress.fr/actualite/politique/pour-manuel-valls-la-laicite-n-est-en-aucun-cas-une-negation-de-la-spiritualite_1267569.html	objective
196	. @faureolivier revient sur la dernière journée de JM Ayrault Premier ministre http://www.dailymotion.com/video/x1l46y3_01-04-2014-olivier-faure-reagit-a-la-nomination-de-manuel-valls_news	objective
197	«Couac, couac, couac !», la marque du gouvernement Ayrault http://elections.lefigaro.fr/municipales-2014/2014/04/01/01052-20140401ARTFIG00120-couac-couac-couac-la-marque-du-gouvernement-ayrault.php via @Le_Figaro	objective
198	Pour ceux qui n'étaient pas surs que #taubira il y a 15 jours était finie, demain ils en auront la confirmation. #remaniement #valls	negative
