60	Quand DSK reproche aux grecs de ne pas payer l’impôt, ça passe, mais qd c'est Lagarde, ça passe pas .... http://lelab.europe1.fr/t/avant-christine-lagarde-dominique-strauss-kahn-reprochait-deja-aux-grecs-de-ne-pas-payer-leurs-impots-2894/8752	nonfigurative
61	Réponse à Sud-Ouest: Affaire #DSK-Diallo : John Solomon ne donne pas le nom du client de la 2820. http://www.sudouest.fr/2012/06/02/affaire-dsk-diallo-les-nouvelles-revelations-sur-une-enquete-baclee-732331-5045.php via @journalsudouest	nonfigurative
62	Le choc des 2 gros sujets du Point. DSK et Zahia en couverture! Non non, ils ne se connaissent pas...	nonfigurative
63	Vidéo: Tristane Banon: «Je ne peux pas forcer DSK à comprendre son acte» http://bit.ly/K0OZsw	nonfigurative
64	En gros tout un peuple doit se soumettre a 300 cons ? Qui a dit qu'en Tunisie on ignorait les minorités .. #tunisie #salafistes 	figurative
65	La Russie paye l'addition salée d'une nuit dans laquelle Platini a du s'arroser de vodka, au vue d'une telle décision! 	figurative
66	Affaire DSK : pourquoi il ne faut pas croire à une théorie du complot – Critiques littéraires Actualité livres | MyBOOX http://www.myboox.fr/actualite/affaire-dsk-pourquoi-il-ne-faut-pas-croire-une-theorie-du-complot-ac-15943.html	nonfigurative
67	Non mais halo quoi ils nous on foutu la russie quoi, on aurait pas pu rêver mieux.. #bac2012 	figurative
68	Entre le #dopage et les #potsdevin je me dis que le curling et la pétanque ont de l'avenir ! 	figurative
69	quelle beau cadeau d'anniversaire que l'équipe de France a offert pour Zidane... 	figurative
70	Ahhhh être femme et ambitieuse... quelle faute de goût! - Rachida Dati, l'insubmersible via @lemondefr http://www.lemonde.fr/style/article/2012/06/22/rachida-dati-l-insubmersible_1722335_1575563.html	nonfigurative
71	#loana #une #entrevue et qui voit-on ds le lointain italien ? #Berlusconi chassé par la crise et qui reviendrait grâce à elle. 	figurative
72	Anne Sinclair quitte DSK le jour où l'on apprend que Carla Bruni-Sarkozy est enceinte. Coïncidence ? Je n'pense pas.	nonfigurative
73	Selon Closer, Sinclair aurait quitté DSK http://bit.ly/KPtUS5 Selon moi, ce n'est pas en lisant Closer qu'on fait son métier de journaliste. http://bit.ly/KPtUS5	nonfigurative
74	"DSK et Anne Sinclair se seraient séparés depuis un mois." J'espère que ce n'est pas pour une histoire d'adultère.	nonfigurative
75	Si ça se trouve, Anne Sinclair et DSK se séparent parce qu’elle ne supporte pas qu’il soit devenu fidèle…	figurative
76	Il n'y a aucun pb de dopage ds sport sauf ds cyclisme  Du pain raci et d jeux truqués Faisons semblant de rien voir Déni de réalité	nonfigurative
77	@najatvb "L'ancien exécutif a obtenu le silence de PSA" Trop fort le Gouvernement #Fillon #déresponsabilisation 	figurative
78	PSA:"Malheureusement, Montebourg n'a pas de baguette magique" une phrase que l'on n'aurait pas entendue avec DSK président #jdcjdr	nonfigurative
79	Fait trop chaud pour bosser... Après le café de Flore ce matin, DSK veut m'emmener au café Déflore... Je sais pas pourquoi, je le sens pas.	nonfigurative
80	Hollande Président. L'affaire DSK. Anggun dernière de l'Eurovision. Vous trouvez pas que ça suffit ? #PasDeReyelAuxJO	nonfigurative
81	Au fait, Quand est-ce que on aura les jeux olympiques au Maroc ?? 	figurative
82	Pour ceux qui ne connaissaient pas Michel Sabban, c est la defenseuse de DSK qui parlait de complot dans l affaire du Sofitel. Un cerveau...	figurative
83	JO-2012: #Hollande remercie #Cameron du tapis rouge pour les sportifs français #London2012 #fiscalité http://ow.ly/cCnEg	figurative
84	"@___DSK___: #MesPlusGrosMensonges Mais non t'inquiète pas je jouirai pas dans ta bouche." jai penser a toi @Gissait ahahah	nonfigurative
85	@SAbdelhamid @nadine__morano oui bravo également a Florent Manaudou qui a chanté aussi la marseillaise avec fierté !! 	figurative
86	rep a gala paris match ! NON Mr DSK n'est pas seul nous som très nbrx à le soutenir ! @ParisMatch http://www.comite-de-soutien-dsk.com/	nonfigurative
87	Ils en font toujours trop les Américains quand ils gagnent. Bolt n'en fait pas autant :D 	nonfigurative
88	Je ne veux pas d'un plouc comme Président : http://tinyurl.com/8ntwrag La doublure de DSK fait de la peine à voir ! Pôv France ! #fh2012	nonfigurative
89	Monsieur Sarkozy compterait se rendre en Syrie pour y habiter, il n'aime plus la France. #Sarko 	nonfigurative
90	Je pense pas que DSK a violé Nafissatou, parce que quand tu viole une fille tu fais en sorte qu'elle soit belle.	nonfigurative
91	La France n'avait pas vibré comme ça autour d'une perche depuis l'affaire DSK. Bravo Renaud Lavillenie. #JO2012	figurative
92	Si les rumeurs sont vraies, Anne Sinclair n'a pas été séparé de DSK et même de penser à acheter une maison à Cadaques ... Pourtant.	nonfigurative
93	C'est un vieux schouk gynophobe? MT @monachollet Luc Le Vaillant ne lâche pas l'affaire: #DSK... http://www.liberation.fr/politiques/2012/08/16/dsk-ou-l-exception-sexuelle-francaise_840133 via @LiseBouvet	nonfigurative
94	Se lever et voir #Copé #UMP François Hollande en TT, quel bon réveil ! Bonjour Twitter ! 	figurative
95	Armstrong perd ses titres pour dopage....Il rembourse aussi les primes et l'argent qu'il a gagné en ce dopant?! #cyclisme #sport 	figurative
96	La justice américaine pas pressée de fixer une date pour le procès civil #DSK repoussé sine die : http://angrywomenymous.blogspot.fr/2012/08/depuis-un-site-allemand.html	nonfigurative
97	y'a un gars par DM il me dit "C'est quoi ton fantasme ?" .. hum.. c'st surement pas toi, azy dégage dsk.	nonfigurative
98	Super !!! #Carburants : Ayrault évoque une "baisse de 2 à 4 centimes" d'euro http://www.franceinfo.fr/economie/carburants-ayrault-evoque-une-baisse-de-2-a-4-centimes-d-euro-719383-2012-08-27	nonfigurative
99	Sarkozy:"M'enterrez pas si vite! élections2012!J'ai fait le coup parfait à DSK! Hollande je l'ai pas vu venir" http://bit.ly/JiHJox Augus...	nonfigurative
100	En vacances en Corse,#DSK se fait "chasser" d'une propriété - RTL.frQu'il ne touche surtout pas à nos femmes une balle est vite partie	figurative
101	Merci M'sieur Hollande pour faire tant d'effort pour nos entreprises ! #MolleRépublique #La GaucheMaTuer 	figurative
102	À la « une » de Corse-Matin, un même pas fait divers, mais avec DSK - Acrimed | Action Critique Médias http://www.acrimed.org/article3881.html	nonfigurative
103	“La nouvelle conquête de DSK, Myriam L’Aouffir, manager à France Télévisions, ne serait pas célibataire ! http://bit.ly/NYJ5W4	nonfigurative
104	Anne Sinclair confirme être séparée de DSK. Elle se serait enfin aperçue qu’elle était la seule à ne pas être payée pour coucher avec lui?	figurative
105	"Je fais souvent ce rêve étrange et pénétrant d'une femme que j'aime et qui m'aime et qui n'est pas tout à fait la même... " -DSK-	nonfigurative
106	"Je n'étais pas DSK mais je n'en étais pas loin" (Michel Sardou dans Paris Match, repris par Direct Matin).	nonfigurative
107	#MarineLePen choisit bien son moment pour une sortie sur l'interdiction du voile et de la Kippa 	figurative
108	"Interview de DSK sur @itele 18h00 : Dans la vie politique #DSK veut retrouver un rôle"..à part un rôle dans un film X je ne vois pas lequel	nonfigurative
109	"Les compétences de DSK ne doivent pas nous faire oublier notre morale" http://bit.ly/Vw6Fid par @HouthDid77 sur #ExpressYourself	nonfigurative
110	Manifestation d'extrême droite contre le racisme anti-blanc avortée à Paris. Bravo Mr #Copé. via @LeNouvelObs http://tempsreel.nouvelobs.com/societe/20120929.OBS4008/manifestation-d-extreme-droite-avortee-a-paris.html	nonfigurative
111	@jf_cope avez vous mangé des pains au chocolat en toute tranquillité ? Je m'inquiète pour votre santé intellectuel et physique 	figurative
112	Laura Flessel, "la guêpe" est à vue d'œil plus proche du bourdon ! #DALS 	nonfigurative
113	Non non, je ne suis pas du tout contrainte et forcée de regarder Canal + #psg #om http://instagr.am/p/QfebP8JazQ/	figurative
114	Par contre toutes les promesses du dé-tricotage du quinquennat Sarkozy ont été tenues #ProjetHollande Bravo pour ce courage 	nonfigurative
115	DSK est peut être un queutard.. Cela ne remet pas en cause ses compétences en tant qu'économiste..	nonfigurative
116	Hollande plus optimiste que le FMI sur la croissance française ! #Figaro ! http://bit.ly/QVzaUB	nonfigurative
117	Sakhr El Matri est tlmt brillant sur cette vidéo que son ascension fulgurante n'est plus étonnante #Tunisie http://on.fb.me/hanqH1	nonfigurative
118	je pense que laura va allé aussi loin que l'escrime est allez loin pour c'est jeux olympique de londres :p  #DALS	figurative
119	Après Zahia avec Ribéry, c'est ce soir TOUTE L'ÉQUIPE DE FRANCE qui va se faire baiser par l'Espagne ! Cool on s'améliore ! :D 	figurative
120	Cinéma - Budget 2013: Les députés ont voté un prélèvement de 150 millions d'euros sur le CNC. Bravo Hollande ! 	figurative
121	Je suis sur qu'Hollande se montrera aussi intransigeant avec le roi lors de son voyage en Arabie Saoudite qu'il a été pour la #Syrie 	nonfigurative
122	Et voilà ! Leekens vient de se faire limoger par Bruges, on s'y attendait pas du tout ! #football 	figurative
123	Je keaf la veste de Chris Marquez  #DALS	nonfigurative
124	Il chante très bien JMG  #DALS	nonfigurative
125	Téléjournal demande aux leaders étudiants quels sont leurs livres favoris. Pkoi pas à Kim Jong-Un, Bashar al-Assad ou Ahmadinejad ? 	figurative
126	#Gaza relayée au second plan par la triste rupture entre #Montebourg et #Pulvar... Oh les pauvres :( #Israël #people #moyenorient 	figurative
127	Fillon "Je renonce à la présidence de l'UMP" , on peut renoncer quand on a perdu! 	nonfigurative
128	#Sarkozy: laissons la justice faire son travail. La présomption d'innocence, ce n'est pas uniquement pour #DSK.	nonfigurative
129	#sommeteu : une BCE 100% masculine, vive la parité. l'Europe montre l'exemple c'est bien, on avance dans le bon sens 	figurative
130	l'amour c'est mieux à deux c'est pas ce que pense DSK ROI DU GANG BANG STYLE http://www.hotland.fr/gang-bang-style.htm	nonfigurative
131	#Sarkozy ne reviendra pas. Il a créé le syndrome #DSK : perdre contre soi-même, à cause de ses faiblesses et trop d'affaires vt le submerger	nonfigurative
132	François Pupponi (PS) dément un retour de #DSK à Sarcelles. LE PAUVRE IL N'EST PAS AU COURANT http://www.parisdepeches.fr/16-Politique/8192-95_Val_Oise/7831-Fran%C3%A7ois_Pupponi_%28PS%29_d%C3%A9ment_retour_Sarcelles_.html via @ParisDPS	nonfigurative
133	Affaire DSK : l'accord pas encore négocié http://bit.ly/SklFi7	nonfigurative
134	Syrie : l'émissaire de l'ONU appelle à l'envoi de Casques bleus // Des Casques bleus arabes? Bonne idée! http://rc.ca/QU39jI	nonfigurative
135	Avis à SFR.... Pas assez de licenciements pr intéresser le Gouvernement #DommageEssaiEncore #ONPC 	nonfigurative
136	Ce que vous ne savez pas sur Jérôme Cahuzac : l’avocate de sa femme est la soeur de… Jean-François Copé > http://lelab.europe1.fr/t/dsk-cope-bettencourt-ce-que-vous-ne-savez-pas-sur-jerome-cahuzac-6357	nonfigurative
137	Si vous voulez connaitre les médias de demain, cherchez les journalistes qui ne sont pas sur la photo http://www.arretsurimages.net/vite-dit.php#14853 #dsk #feuillleton	nonfigurative
138	Michelle Obama est fan de The Wanted et pas des One Direction NANANANANANANANANANANANA !!!! #XDDDDDDDDDDDD 	nonfigurative
139	1 mariage sur 3 fini en divorce, au lieux de mettre le mariage pour tous, vous feriez mieux d'interdire le mariage #mariagepourtous 	figurative
140	Nan parce que bon, 22 morts poignardés devant une école en Chine, c'est pas si violent ... Et puis, c'est des chinois 	figurative
141	C'est bizarre, avec le débat sur le mariage pour tous, la SNCF a l'occasion de faire grève "par solidarité" et ne le fait pas?! 	figurative
142	Est-ce que les caleçons Diesel sont équipés de filtres à particules ? 	figurative
143	C'est beau l'amour entre #Duflot et #Valls... http://www.leparisien.fr/politique/duflot-a-valls-tue-un-ou-deux-manifestants-pour-montrer-que-tu-es-fort-23-12-2012-2430033.php?utm_source=dlvr.itutm_medium=twitter	nonfigurative
144	La Russie protege un transfuge d'un pays socialiste. Quelle ironie #Depardieu 	figurative
145	#Depardieu met 2 semaines à avoir un passeport russe, l'administration française devrait prendre exemple niveau efficacité !!! 	figurative
146	Dommage, vu son implication! RT @purecharts "X Factor" US : Britney Spears ne reviendra pas pour la saison 3 http://charts.tw/83737"	nonfigurative
147	La BCE dévoile le nouveau billet de 5 euros (avec en prime une déesse grecque ) http://www.businessinsider.com/new-5-euro-note-2013-1	nonfigurative
148	Petroplus: activité prolongée de 3 mois via @Le_Figaro on voit que hollande réussit mieux que NS !!  http://www.lefigaro.fr/flash-eco/2013/01/11/97002-20130111FILWWW00479-petroplus-activite-prolongee-de-3-mois.php	figurative
149	l'action française au #Mali a mm la bénédiction d' Amadou et Mariam!! rassurant hien? -_-' http://www.lefigaro.fr/videos/player-video.php?bctid=2094724760001	nonfigurative
150	@erwanlescop @latrive C'est ce qui fait que nous, Français, sommes plus nobles. Regardez Gérard Depardieu... 	nonfigurative
151	Google qui améliore sa recherche d'images, non non, ca ne ressemble pas du tout à ce que Crosoft propose via Bing ! :) 	nonfigurative
152	@nadine__morano Merci d'avoir relayé cette indignation générale qui secoue le pays 	figurative
153	@guybirenbaum Morano, Fillon, mais que vous arrive-t-il? une fois encore, vous avez oublié le !! ou, de meilleur goût, un simple ;-) 	figurative
154	Qui considères-tu comme un héros contemporain ? — François Hollande. #Haha http://ask.fm/a/2dnq847b	nonfigurative
155	Mince alors il y a le match de l'équipe de France de rugby alors je suis obligé d'arrêter de travailler.. Mince Alors! #6Nations 	figurative
156	“@FUL226: Chine : un responsable policier soupçonné d'avoir 192 domiciles : Gloire au communisme! ” #frci?? http://www.lepoint.fr/tiny/1-1623887	figurative
157	“@TUNISCOPEcom: L'avion de Tunisair, sorti de piste aujourd'hui, s'appelle Farhat Hached http://fb.me/W2h1EIFe" #Tunisie 	figurative
158	“@DorianFontana: Et si sa pué du cul dans le vestiaire ? #OM #TeamOM http://www.laprovence.com/article/om/om-une-remise-en-question-simpose" encore de la faute à Deschamps ça .... 	figurative
159	Si toutes les filles qui ont couché avec DSK écrivent un bouquin, on n'a pas fini #SalonduLivre	nonfigurative
160	DSK est à terre et j'ai pas bcp d'estime pour lui. Mais s'attaquer à un homme à terre pour vendre un énième torchon ? Faut arrêter non ?	figurative
161	Visiblement les femmes de méninges ne reussissent pas mieux à Dsk que les femmes de menage	figurative
162	Le livre de Marcela Iacub sur DSK pas interdit mais un encart devra être inséré http://bit.ly/YyhO0P	nonfigurative
163	Vous aimez DSK et les comédies,ne ratez pas au ciné aujourd'hui "Boule et bite" ... #JPI #BDLR	nonfigurative
164	Isabelle Adjani se retire du projet de film d'Abel Ferrara pour ne pas participer a l'entreprise de "destruction d'un homme" #Iacub #DSK	figurative
165	The Pirate Bay se réfugie en Corée du Nord : http://www.lemonde.fr/technologies/article/2013/03/04/the-pirate-bay-se-refugie-en-coree-du-nord_1842661_651865.html On est pas le 1ier avril ? #TPB 	figurative
166	“@Le_Figaro: Hollande réaffirme son objectif d'inverser la courbe du chômage http://bit.ly/XGm4hJ" #BonneChance 	figurative
167	“@moswaa: Mouhahaha!. N.Sarkozy pourrait être"obligé"de revenir en politique, pr"la France" http://mobile.francetvinfo.fr/nicolas-sarkozy-pourrait-etre-oblige-de-revenir-en-politique-pour-la-france_274857.mb" tellement gentil 	nonfigurative
168	Les pétrodollars du Venezuela de Chavez ont sauvé l'écurie Williams F1 de la faillite, du coup maintenant je m'inquiète pour elle. 	figurative
169	Ça méritait un communiqué de #QS ! Chavez et "son frère d'armes" Bashar al-Assad #Assnat http://www.buzzfeed.com/ellievhall/the-17-most-outrageous-quotes-from-hugo-chavez?sub=2069485_959047	nonfigurative
170	@leLab_E1 Mais @FrancoisFillon vous étiez le 1er ministre !? Non !? C'était vous le chef du gouvernement ? Donc ... #ump #fillon 	figurative
171	Mais si #Batho est parfaite pour l'écologie! Elle manie parfaitement la langue de BOIS... #ONPC 	figurative
172	Pas de ministère intouchable pour les économies 2014 annonce #Cahuzac, le ministre intouchable. 	figurative
173	@BrumedeMer Non, on peut le dire, Hollande, il est gentil, on l'aime bien au village. Un peu attardé, mais tellement attachant! 	figurative
174	Après la condamnation de #Tibéri, @nk_m montre qu'elle a des soutiens exemplaires... #NoKoMent cc @Anne_Hidalgo @Oser_Paris 	nonfigurative
175	@RTLFrance Son frère aurait mieux fait d'aller en Syrie plutot qu'au Mali car au moins la France l'aurait armé, financé et couvert! 	figurative
176	@itele Sinon hormis ça tout va bien hein. La France n'a qu'un problème : le chômage 	figurative
177	Mais si un jour il n'y à plus de chômage, les gens de Pôle Emploi, eux, ils seront au chômage ! #OkJeSors 	figurative
178	Hollande moins silencieux pour le ramadan... “@G_deLinares: Merci Mr #Hollande pour vos vœux de sainte Pâques #vide #silence” 	figurative
179	Oh bah ça alors ! Le FN trempe aussi dans les magouilles. Je suis étonné ! #Cahuzac 	figurative
180	Hollande ne savait pas pour DSK le violeur, il ne savait pas pour Cahuzac, il ne savait pas pour Augier… il ne serait pas un peu con ce mec?	nonfigurative
181	Finalement, c’était pas si grave que ça l’affaire DSK. …Allez, atchao bonsoir ! http://www.canalplus.fr/pid3580-c-live-tv-clair.html	nonfigurative
182	depuis #cahuzac @edwyplenel + #mediapart sont sur tous les plateaux tv, a croire que c'est la première vraie affaire qu'ils sortent. 	figurative
183	C'est où pour changer ce langage barbare? Je vais demander à Depardieu.. À moins que ce ne soit pas du russe 	nonfigurative
184	@JeanLucRomero ce n'est pas l' #UMP qui avait dit ne pas prendre de position sur la question du mariage? #Fillon #6moisplustard 	figurative
185	Apple veut bannir les applications dont il ne vend pas les contenus sont vraiment sympas dans cette boite :D http://bit.ly/fAKlfz	nonfigurative
186	La Nouvelle-Zélande qui vote le mariage pour tous en même pas 1 semaine, nous plus de 5 mois, vive la France. 	figurative
187	Puis ce qui est fructueux d'habiter sur un sol français, c'est que notre sécurité est garantie. merci François Hollande. 	figurative
188	Yééii, plus de calcul rapide à partir de l'ID --> #Algérie #DZ : « la carte de jeunes » bientôt disponible - http://bit.ly/ZOpQUf	nonfigurative
189	Yallah au bout de 2 jours j'ai enfin retrouvé internet cimer SFR pour votre rapidité et votre efficacité à toutes épreuves 	figurative
190	Félicitations à F. #Hollande pour sa lutte efficace contre le #chômage. Les résultats sont là. La faute à Sarko qu'il disait ! 	figurative
191	Les tableaux vendus par Guéant pour 500.000€ représentent des bateaux dans la tempête... #TrueStory http://bit.ly/11WT9XB	figurative
192	Bof Beyoncé est pas top sur les pubs HetM...  	figurative
193	Je n'aime pas David Beckham. :P.Un jour j'aurais tous les maillots des clubs où il est passé :).(Sauf PSG^^). 	figurative
194	A quand un #pekinexpress en Corée du Nord @M6lachaine #enqueteexclusive 	figurative
195	C'est bien, l'article sur la manif contre le #mariagepourtous à #Rennes dans @ouestfrancefr est ô combien neutre... 	figurative
196	Film sur l'affaire DSK : Malgré les déclarations d'Isabelle Adjani, Nafissatou Diallo ne jouera pas son rôle http://bit.ly/13mxqtH	nonfigurative
197	A cause de la loi pour le mariage pour tous, on pourra plus dir NIKE TA MERE a tous l'monde !! MDR	figurative
198	Olympe mais qu'elle surprise je ne m'y attendais vraiment mais vraiment pas ! #thevoice 	figurative
199	Cambadélis : «Il a fallu passer la serpillière après Sarkozy». Venant du meilleur ami de DSK et Cahusac c'est pas brillant ! #GaucheIndigne	nonfigurative
200	L'affiche du film sur DSK "Welcome to New York"a été révélée à Cannes 1 film sur DSK,on ne veut pas savoir avec quoi ils collent l'affiche.	nonfigurative
201	François #Fillon vient de se déclarer vainqueur de l'eurovision par 98 voix d'avance et rafle l'#UMP ! #EurovisionFr 	figurative
202	Et en Algérie on nationalise... RT“@LesEchos: Après Aulnay, PSA envisagerait la fermeture du site de Meudon http://dlvr.it/3PglcT"	figurative
203	Palme d'Or pour un film sur l'homosexualité le jour de la #manifpourtous #Cannes2013 	figurative
